agency_id,route_id,route_long_name,route_short_name,route_type,origin,destination,name_length,is_circular,route_type_label,zone
BMTC,KIAS-5C,Isro Layout - Kempegowda International Airport,BR3599,3,Isro Layout,Kempegowda International Airport,46,0,Airport,Central
BMTC,141K,Shivajinagar Bus Station - Koramangala,BR87,3,Shivajinagar Bus Station,Koramangala,38,0,Ordinary Variant,Central
BMTC,287RA,Kempegowda Bus Station - Tata Nagara,BR1178,3,Kempegowda Bus Station,Tata Nagara,36,0,Special,Central
BMTC,JPV-331,Shivajinagar Bus Station - Kadugodi,BR3489,3,Shivajinagar Bus Station,Kadugodi,35,0,Ordinary,East
BMTC,VPLO-DEPOT-25,Vishwapriya Layout - Depot-25,BR4215,3,Vishwapriya Layout,Depot-25,29,0,Ordinary,Other
BMTC,RJK-TNF,Rajanukunte - Tin Factory,BR3902,3,Rajanukunte,Tin Factory,25,0,Special,Other
BMTC,CPR-D25,Depot-25-BS - Chandapura,BR2874,3,Depot-25-BS,Chandapura,24,0,Ordinary,Other
BMTC,LCA-HBL,HAL/LCA - Hebbala Bridge,BR3668,3,HAL/LCA,Hebbala Bridge,24,0,Special,North
BMTC,FDR-9,Banashankari Bus Station - BANASHANKARI TTMC,BR3316,3,Banashankari Bus Station,BANASHANKARI TTMC,44,0,Ordinary,South
BMTC,VNC-SBS,Vinayakanagara Cross D-43 - Shivajinagar Bus Station,BR4210,3,Vinayakanagara Cross D-43,Shivajinagar Bus Station,52,0,Special,Central
BMTC,VKP-KBS,Vajrakatte Palya - Kempegowda Bus Station,BR4202,3,Vajrakatte Palya,Kempegowda Bus Station,41,0,Vajra,Central
BMTC,92E,Yeshwanthpura Railway Station - Shivajinagar Bus Station,BR2561,3,Yeshwanthpura Railway Station,Shivajinagar Bus Station,56,0,Ordinary Variant,West
BMTC,JPV-320,Shivajinagar Bus Station - Immadihalli,BR3488,3,Shivajinagar Bus Station,Immadihalli,38,0,Ordinary,Central
BMTC,HCK-KNR,Karnataka High Court - Kamalanagara Old Bus Stop,BR3384,3,Karnataka High Court,Kamalanagara Old Bus Stop,48,0,Special,Other
BMTC,298MA,Bommawara - Kempegowda Bus Station,BR1317,3,Bommawara,Kempegowda Bus Station,34,0,Special,Central
BMTC,YSTF-NITT,Yelahanka Satelite Town 5th Phase - NITTE Institute of Technology,BR4270,3,Yelahanka Satelite Town 5th Phase,NITTE Institute of Technology,65,0,Special,North
BMTC,298MB,Kempegowda Bus Station - Devanahalli,BR1318,3,Kempegowda Bus Station,Devanahalli,36,0,Special,Central
BMTC,298MC,Kempegowda Bus Station - Harohalli,BR1319,3,Kempegowda Bus Station,Harohalli,34,0,Special,Central
BMTC,298MD,Devanahalli - Devanahalli,BR1320,3,Devanahalli,Devanahalli,25,1,Special,Other
BMTC,298ME,Devanahalli Govt Hospital - Kempegowda Bus Station,BR1321,3,Devanahalli Govt Hospital,Kempegowda Bus Station,50,0,Special,Central
BMTC,298MG,Bidaluru - Krishnarajendra Market,BR1322,3,Bidaluru,Krishnarajendra Market,33,0,Special,Central
BMTC,298MH,Kempegowda Bus Station - Karahalli Cross,BR1323,3,Kempegowda Bus Station,Karahalli Cross,40,0,Special,Central
BMTC,KBS-SJAT,Kempegowda Bus Station - St John Wood Apartments,BR3558,3,Kempegowda Bus Station,St John Wood Apartments,48,0,Special,Central
BMTC,298MK,Koyira Devana Halli Road - Kempegowda Bus Station,BR1324,3,Koyira Devana Halli Road,Kempegowda Bus Station,49,0,Special,Central
BMTC,NBVSC-JFWTC,Nagarabhavi Sports Club - JFWTC-ITPL,BR3795,3,Nagarabhavi Sports Club,JFWTC-ITPL,36,0,Special,East
BMTC,143E,Neelasandra Rose Garden - Krishnarajendra Market,BR90,3,Neelasandra Rose Garden,Krishnarajendra Market,48,0,Ordinary Variant,Central
BMTC,298MS,Devanahalli - Shivajinagar Bus Station,BR1325,3,Devanahalli,Shivajinagar Bus Station,38,0,Special,Central
BMTC,KIAS-7A,HSR BDA COMPLEX - Kempegowda International Airport,BR3602,3,HSR BDA COMPLEX,Kempegowda International Airport,50,0,Airport,Central
BMTC,143A,Neela sandra - Jagajeevanram Nagara,BR89,3,Neela sandra,Jagajeevanram Nagara,35,0,Ordinary Variant,Other
BMTC,91F,Yeshwanathapura new railway station - Srinagar,BR2560,3,Yeshwanathapura new railway station,Srinagar,46,0,Ordinary Variant,Other
BMTC,91E,Yeshwanathapura new railway station - Brudavana Nagara Jinke vana,BR2559,3,Yeshwanathapura new railway station,Brudavana Nagara Jinke vana,65,0,Ordinary Variant,Other
BMTC,298MV,Devanahalli - Devanahalli,BR1327,3,Devanahalli,Devanahalli,25,1,Special,Other
BMTC,91D,Krishnarajendra Market - Yeshwanthpura Market,BR2558,3,Krishnarajendra Market,Yeshwanthpura Market,45,0,Ordinary Variant,West
BMTC,DHH-BEML,D Hosahalli Cross - BEML Layout 5th Stage,BR3281,3,D Hosahalli Cross,BEML Layout 5th Stage,41,0,Special,Other
BMTC,91C,Srinagar - Yeshwanthpura Railway Station,BR2557,3,Srinagar,Yeshwanthpura Railway Station,40,0,Ordinary Variant,West
BMTC,CS-45E,Chennamma kere Achukattu - Kempegowda Bus Station,BR3164,3,Chennamma kere Achukattu,Kempegowda Bus Station,49,0,Ordinary Variant,Central
BMTC,ADT-NMG,Adithi School - Nelamangala,BR2600,3,Adithi School,Nelamangala,27,0,Special,Other
BMTC,600KA,Vijayanagara - Electronic City 2nd Phase,BR2441,3,Vijayanagara,Electronic City 2nd Phase,40,0,Special,South
BMTC,D21-HVHB,BMTC Depot-21 - Halage Vaderahalli,BR3221,3,BMTC Depot-21,Halage Vaderahalli,34,0,Special,Other
BMTC,600KB,Vijayanagara TTMC - Electronic City Wipro Gate,BR2442,3,Vijayanagara TTMC,Electronic City Wipro Gate,46,0,Special,South
BMTC,600KD,Vijayanagara TTMC - Electronic City Wipro Gate,BR2444,3,Vijayanagara TTMC,Electronic City Wipro Gate,46,0,Special,South
BMTC,JPV-314,Shivajinagar Bus Station - CV Raman Nagara,BR3484,3,Shivajinagar Bus Station,CV Raman Nagara,42,0,Ordinary,Central
BMTC,JPV-315,Kempegowda Bus Station - K R Puram,BR3486,3,Kempegowda Bus Station,K R Puram,34,0,Ordinary,Central
BMTC,BMT10-BNWF,Depot 10 - Banasawadi Fire Statiion,BR2709,3,Depot 10,Banasawadi Fire Statiion,35,0,Special,Other
BMTC,144E,Neelasandra Rose Garden - Shivajinagar Bus Station,BR93,3,Neelasandra Rose Garden,Shivajinagar Bus Station,50,0,Ordinary Variant,Central
BMTC,NGVF-ADT,National Games Village Frint Gate - Adithi School,BR3804,3,National Games Village Frint Gate,Adithi School,49,0,Special,Other
BMTC,HALLCA-BMT6,LCA - Depot 6,BR3363,3,LCA,Depot 6,13,0,Ordinary,Other
BMTC,144G,Neelasandra - Sulthan Palya,BR94,3,Neelasandra,Sulthan Palya,27,0,Ordinary Variant,Other
BMTC,144H,Nandhini Layout Bus Station - Neelasandra,BR95,3,Nandhini Layout Bus Station,Neelasandra,41,0,Ordinary Variant,Other
BMTC,KIAS-8A,Kuvempunagar - Kempegowda International Airport,BR3604,3,Kuvempunagar,Kempegowda International Airport,47,0,Airport,Central
BMTC,D6-INF,BMTC Depot-6 - Infosys,BR3236,3,BMTC Depot-6,Infosys,22,0,Special,Other
BMTC,144A,Gajendra Nagara - Shivajinagar Bus Station,BR92,3,Gajendra Nagara,Shivajinagar Bus Station,42,0,Ordinary Variant,Central
BMTC,KIAS-8B,BANASHANKARI TTMC - Kempegowda International Airport,BR3606,3,BANASHANKARI TTMC,Kempegowda International Airport,52,0,Airport,South
BMTC,KIAS-8C,Chandapura - Kempegowda International Airport,BR3607,3,Chandapura,Kempegowda International Airport,45,0,Airport,Central
BMTC,90E,Yeshwanthpura Railway Station - Kempegowda Bus Station,BR2555,3,Yeshwanthpura Railway Station,Kempegowda Bus Station,54,0,Ordinary Variant,West
BMTC,144K,Neelasandra - Kaval Byrasandra,BR96,3,Neelasandra,Kaval Byrasandra,30,0,Ordinary Variant,Other
BMTC,317VVVV,Maratahalli - Channabyregowda Circle,BR1569,3,Maratahalli,Channabyregowda Circle,36,0,Special,Other
BMTC,V-348B,Kempegowda Bus Station - Parangipalya,BR4094,3,Kempegowda Bus Station,Parangipalya,37,0,Ordinary Variant,Central
BMTC,WL-BDD,Wonderla Amusement Park - Bidadi Bus Stand,BR4245,3,Wonderla Amusement Park,Bidadi Bus Stand,42,0,Special,Other
BMTC,V-348N,Kempegowda Bus Station - HSR Layout 2nd Sector,BR4095,3,Kempegowda Bus Station,HSR Layout 2nd Sector,46,0,Ordinary Variant,Central
BMTC,BSK-MNCB,Manchanabele - BANASHANKARI TTMC,BR2800,3,Manchanabele,BANASHANKARI TTMC,32,0,Special,South
BMTC,Telxi-ITPL,Tata Elxsi BrigadeTeck Park - ITPL,BR3993,3,Tata Elxsi BrigadeTeck Park,ITPL,34,0,Special,East
BMTC,LGR-PSS,Laggere Last Stop - Peenya 2nd stage,BR3672,3,Laggere Last Stop,Peenya 2nd stage,36,0,Special,North
BMTC,VNC-KBS,Vinayakanagara Cross D-43 - Kempegowda Bus Station,BR4205,3,Vinayakanagara Cross D-43,Kempegowda Bus Station,50,0,Special,Central
BMTC,MP-401GV,Hebbala - Mind Tree Global Villiage,BR3753,3,Hebbala,Mind Tree Global Villiage,35,0,Special,North
BMTC,96E,Kamalanagar BEML layout - Kempegowda Bus Station,BR2579,3,Kamalanagar BEML layout,Kempegowda Bus Station,48,0,Ordinary Variant,Central
BMTC,96G,Shankararnag Bus Stop - Kempegowda Bus Station,BR2580,3,Shankararnag Bus Stop,Kempegowda Bus Station,46,0,Ordinary Variant,Central
BMTC,CR-350A,Kempegowda Bus Station - Thirupalya,BR2964,3,Kempegowda Bus Station,Thirupalya,35,0,Ordinary Variant,Central
BMTC,96H,Shankararnag Bus Stop - Kempegowda Bus Station,BR2581,3,Shankararnag Bus Stop,Kempegowda Bus Station,46,0,Ordinary Variant,Central
BMTC,LGR-PSB,Laggere - Peenya Satellite Bus Station,BR3671,3,Laggere,Peenya Satellite Bus Station,38,0,Special,North
BMTC,CR-350E,KR Market - Nanjapura,BR2965,3,KR Market,Nanjapura,21,0,Ordinary Variant,Central
BMTC,CNP-KBS,Channa Nayakanapalya - Kempegowda Bus Station,BR2872,3,Channa Nayakanapalya,Kempegowda Bus Station,45,0,Special,Central
BMTC,96A,Kempegowda Bus Station - Kempegowda Bus Station,BR2575,3,Kempegowda Bus Station,Kempegowda Bus Station,47,1,Ordinary Variant,Central
BMTC,96B,Kamalanagar BEML layout - Kempegowda Bus Station,BR2577,3,Kamalanagar BEML layout,Kempegowda Bus Station,48,0,Ordinary Variant,Central
BMTC,96C,Shankararnag Bus Stop - Kempegowda Bus Station,BR2578,3,Shankararnag Bus Stop,Kempegowda Bus Station,46,0,Ordinary Variant,Central
BMTC,v-331A2,Shivajinagar Bus Station - Kadugodi,BR4062,3,Shivajinagar Bus Station,Kadugodi,35,0,Ordinary,East
BMTC,v-331A6,Kadugodi - Kempegowda Bus Station,BR4066,3,Kadugodi,Kempegowda Bus Station,33,0,Ordinary,East
BMTC,v-331A5,Kempegowda Bus Station - Kadugodi,BR4065,3,Kempegowda Bus Station,Kadugodi,33,0,Ordinary,East
BMTC,v-331A4,Kadugodi - Kempegowda Bus Station,BR4064,3,Kadugodi,Kempegowda Bus Station,33,0,Ordinary,East
BMTC,v-331A3,Kadugodi - Hebbala,BR4063,3,Kadugodi,Hebbala,18,0,Ordinary,North
BMTC,MRNB-AIT,Ambedkar College - Jayanagara 9th Block,BR3773,3,Ambedkar College,Jayanagara 9th Block,39,0,Special,South
BMTC,95G,Shankararnag Bus Stop - Shivajinagar Bus Station,BR2573,3,Shankararnag Bus Stop,Shivajinagar Bus Station,48,0,Ordinary Variant,Central
BMTC,ORRCA-JPNBG,Outer Ring Road Company Association - JP Nagar 7th Phase Brigade Gardenia,BR3842,3,Outer Ring Road Company Association,JP Nagar 7th Phase Brigade Gardenia,73,0,Special,South
BMTC,95D,Mahalakshmi Layout - Krishnarajendra Market,BR2571,3,Mahalakshmi Layout,Krishnarajendra Market,43,0,Ordinary Variant,Central
BMTC,CR-340H,Munnekolalu - ITPL,BR2954,3,Munnekolalu,ITPL,18,0,Ordinary Variant,East
BMTC,95E,Patelappa Layout - Kamalanagar BEML layout,BR2572,3,Patelappa Layout,Kamalanagar BEML layout,42,0,Ordinary Variant,Other
BMTC,95B,Shankararnag Bus Stop - Krishnarajendra Market,BR2569,3,Shankararnag Bus Stop,Krishnarajendra Market,46,0,Ordinary Variant,Central
BMTC,MP-335E,Kempegowda Bus Station - Kadugodi,BR3747,3,Kempegowda Bus Station,Kadugodi,33,0,Ordinary Variant,East
BMTC,95C,Kamalanagar BEML layout - Shivajinagar Bus Station,BR2570,3,Kamalanagar BEML layout,Shivajinagar Bus Station,50,0,Ordinary Variant,Central
BMTC,95A,Kamalanagar BEML layout - Krishnarajendra Market,BR2567,3,Kamalanagar BEML layout,Krishnarajendra Market,48,0,Ordinary Variant,Central
BMTC,SCS-KMT,St. Clare School - Krishnarajendra Market,BR3942,3,St. Clare School,Krishnarajendra Market,41,0,Special,Central
BMTC,IAF-BMT11,IAF - Depot 11,BR3408,3,IAF,Depot 11,14,0,Ordinary,Other
BMTC,298PB,Vijayapura - Hosakote Bus Stand,BR1330,3,Vijayapura,Hosakote Bus Stand,31,0,Special,Other
BMTC,298PA,Vijayapura - Hosakote Bus Stand,BR1329,3,Vijayapura,Hosakote Bus Stand,31,0,Special,Other
BMTC,CR-402B,Karnataka High Court - Judicial Layout,BR2994,3,Karnataka High Court,Judicial Layout,38,0,Ordinary Variant,Other
BMTC,298PD,Nallur - Krishnarajendra Market,BR1332,3,Nallur,Krishnarajendra Market,31,0,Special,Central
BMTC,298PC,Vijayapura - Hosakote Bus Stand,BR1331,3,Vijayapura,Hosakote Bus Stand,31,0,Special,Other
BMTC,MEBP-RRNBEML,Manyatha Embasy Business Park - Rajarajeshwarinagara BEML Layout,BR3716,3,Manyatha Embasy Business Park,Rajarajeshwarinagara BEML Layout,64,0,Special,Other
BMTC,KIAS-4A,Whitefield TTMC - Kempegowda International Airport,BR3596,3,Whitefield TTMC,Kempegowda International Airport,50,0,Airport,East
BMTC,94C,Mohan Kumar Nagara - Shivajinagar Bus Station,BR2563,3,Mohan Kumar Nagara,Shivajinagar Bus Station,45,0,Ordinary Variant,Central
BMTC,CR-352E,Chandapura - Mahadeshwara Layout,BR2966,3,Chandapura,Mahadeshwara Layout,32,0,Ordinary Variant,Other
BMTC,140E,Ejipura - Krishnarajendra Market,BR83,3,Ejipura,Krishnarajendra Market,32,0,Ordinary Variant,Central
BMTC,94D,Chowdeshwari Bus Stand JP Park - Shivajinagar Bus Station,BR2564,3,Chowdeshwari Bus Stand JP Park,Shivajinagar Bus Station,57,0,Ordinary Variant,Central
BMTC,TATA-ELEXI-HUSG,TATA ELEXI LIMITED - Huskur Gate,BR3988,3,TATA ELEXI LIMITED,Huskur Gate,32,0,Special,Other
BMTC,94E,Yeshwanthpura Railway Station - Shivajinagar Bus Station,BR2565,3,Yeshwanthpura Railway Station,Shivajinagar Bus Station,56,0,Ordinary Variant,West
BMTC,KBS-ADDE,Kempegowda Bus Station - Adde Gramme,BR3526,3,Kempegowda Bus Station,Adde Gramme,36,0,Special,Central
BMTC,140B,Karnataka Housing Complex - Krishnarajendra Market,BR81,3,Karnataka Housing Complex,Krishnarajendra Market,50,0,Ordinary Variant,Central
BMTC,140A,Srinivagilu - Krishnarajendra Market,BR80,3,Srinivagilu,Krishnarajendra Market,36,0,Ordinary Variant,Central
BMTC,140D,Vijayanagara TTMC - Karnataka Housing Complex,BR82,3,Vijayanagara TTMC,Karnataka Housing Complex,45,0,Ordinary Variant,South
BMTC,94B,Shivajinagar Bus Station - Yeshwanathapura new railway station,BR2562,3,Shivajinagar Bus Station,Yeshwanathapura new railway station,62,0,Ordinary Variant,Central
BMTC,NGEF-CSB,NGEF - Central Silk Board,BR3802,3,NGEF,Central Silk Board,25,0,Special,Other
BMTC,D18-WFTTMC,Depot-18 - Whitefield TTMC,BR3217,3,Depot-18,Whitefield TTMC,26,0,Special,East
BMTC,BMT9-KTN,Depot 9 - Kittanahalli,BR2773,3,Depot 9,Kittanahalli,22,0,Special,Other
BMTC,367F,Kempegowda Bus Station - Pillaganahalli,BR2021,3,Kempegowda Bus Station,Pillaganahalli,39,0,Ordinary Variant,Central
BMTC,CR-342Q,Krishnarajendra Market - Kodathi Silk Warm,BR2959,3,Krishnarajendra Market,Kodathi Silk Warm,42,0,Ordinary Variant,Central
BMTC,GBHS-BDD,Gnana Bodini School - Bidadi,BR3334,3,Gnana Bodini School,Bidadi,28,0,Special,Other
BMTC,367D,Krishnarajendra Market - Kalkere,BR2020,3,Krishnarajendra Market,Kalkere,32,0,Ordinary Variant,Central
BMTC,DPT-CSB,Dinnur Puspanjali Talkies - Central Silk Board,BR3289,3,Dinnur Puspanjali Talkies,Central Silk Board,46,0,Special,Other
BMTC,STJW-DEPOT-25,St John Wood Apartments - Depot-25,BR3983,3,St John Wood Apartments,Depot-25,34,0,Ordinary,Other
BMTC,CS-410,Bommanahalli - Jalahalli Cross,BR3163,3,Bommanahalli,Jalahalli Cross,30,0,Ordinary,North
BMTC,KRC-NLO,KR Circle - Nandini Layout,BR3639,3,KR Circle,Nandini Layout,26,0,Special,Other
BMTC,CR-342F,Infosys - Gunjoor,BR2957,3,Infosys,Gunjoor,17,0,Ordinary Variant,Other
BMTC,CR-342C,Chokkasandra - Ganjoor,BR2956,3,Chokkasandra,Ganjoor,22,0,Ordinary Variant,Other
BMTC,366V,Krishnarajendra Market - Nayanahalli,BR2012,3,Krishnarajendra Market,Nayanahalli,36,0,Ordinary Variant,Central
BMTC,CR-342A,Krishnarajendra Market - CPWD Quarters,BR2955,3,Krishnarajendra Market,CPWD Quarters,38,0,Ordinary Variant,Central
BMTC,366T,Krishnarajendra Market - Lingapura,BR2011,3,Krishnarajendra Market,Lingapura,34,0,Ordinary Variant,Central
BMTC,CS-369N,Krishnarajendra Market - Yelenahalli,BR3152,3,Krishnarajendra Market,Yelenahalli,36,0,Ordinary Variant,Central
BMTC,366Z,Krishnarajendra Market - Anekal Bus Stand,BR2015,3,Krishnarajendra Market,Anekal Bus Stand,41,0,Ordinary Variant,Central
BMTC,YLKSB-VTTMC,Yelahanka Satellite Town - Vijayanagara TTMC,BR4262,3,Yelahanka Satellite Town,Vijayanagara TTMC,44,0,Special,North
BMTC,366X,Krishnarajendra Market - Tattekere,BR2014,3,Krishnarajendra Market,Tattekere,34,0,Ordinary Variant,Central
BMTC,366W,Krishnarajendra Market - Vaderamanchanahalli,BR2013,3,Krishnarajendra Market,Vaderamanchanahalli,44,0,Ordinary Variant,Central
BMTC,367C,Krishnarajendra Market - CK Palya,BR2018,3,Krishnarajendra Market,CK Palya,33,0,Ordinary Variant,Central
BMTC,367B,Krishnarajendra Market - Krishnarajendra Market,BR2017,3,Krishnarajendra Market,Krishnarajendra Market,47,1,Ordinary Variant,Central
BMTC,368E,Shivajinagar Bus Station - Arekere lakshmi Layout,BR2025,3,Shivajinagar Bus Station,Arekere lakshmi Layout,49,0,Ordinary Variant,Central
BMTC,368F,Shivajinagar Bus Station - Devarachikkanahalli,BR2026,3,Shivajinagar Bus Station,Devarachikkanahalli,46,0,Ordinary Variant,Central
BMTC,KGR-KDG,Kengeri TTMC - Kudhurgere Madhanayakanahalli,BR3582,3,Kengeri TTMC,Kudhurgere Madhanayakanahalli,44,0,Special,South
BMTC,368H,Shivajinagar Bus Station - Yelenahalli,BR2027,3,Shivajinagar Bus Station,Yelenahalli,38,0,Ordinary Variant,Central
BMTC,KDGH-CHLC,Kodigehalli Yelahanka road - Christel House Learning School,BR3571,3,Kodigehalli Yelahanka road,Christel House Learning School,59,0,Special,North
BMTC,368N,Koramangala - Bannerghatta National Park,BR2028,3,Koramangala,Bannerghatta National Park,40,0,Ordinary Variant,Other
BMTC,BHELG-RMNPS,Ramamurthinagar Police Station - BHEL Gate,BR2684,3,Ramamurthinagar Police Station,BHEL Gate,42,0,Special,Other
BMTC,368D,Shivajinagar Bus Station - Shanthinikethana Layout,BR2024,3,Shivajinagar Bus Station,Shanthinikethana Layout,50,0,Ordinary Variant,Central
BMTC,368C,Shivajinagar Bus Station - Jigani,BR2023,3,Shivajinagar Bus Station,Jigani,33,0,Ordinary Variant,Central
BMTC,KNP-HALLCA,K NarayanaPura Cross - HAL/LCA,BR3628,3,K NarayanaPura Cross,HAL/LCA,30,0,Special,Other
BMTC,369M,Kempegowda Bus Station - Hulimavu,BR2040,3,Kempegowda Bus Station,Hulimavu,33,0,Ordinary Variant,Central
BMTC,369J,Kempegowda Bus Station - CK Palya,BR2039,3,Kempegowda Bus Station,CK Palya,33,0,Ordinary Variant,Central
BMTC,BPHNB-ELCW,Electronic City Wipro Gate - Baiyappanahalli Satellite Bus Station,BR2786,3,Electronic City Wipro Gate,Baiyappanahalli Satellite Bus Station,66,0,Special,Other
BMTC,369H,Kempegowda Bus Station - Arekere MICO Layout,BR2038,3,Kempegowda Bus Station,Arekere MICO Layout,44,0,Ordinary Variant,Central
BMTC,99A,Kempegowda Bus Station - Mohan Kumar Nagara,BR2586,3,Kempegowda Bus Station,Mohan Kumar Nagara,43,0,Ordinary Variant,Central
BMTC,VD-330,HAL Main Gate - Vidhana Soudha,BR4195,3,HAL Main Gate,Vidhana Soudha,30,0,Ordinary,Other
BMTC,369F,Kempegowda Bus Station - Hommadevanahalli,BR2036,3,Kempegowda Bus Station,Hommadevanahalli,41,0,Ordinary Variant,Central
BMTC,369G,Kempegowda Bus Station - Chikkakammanahalli,BR2037,3,Kempegowda Bus Station,Chikkakammanahalli,43,0,Ordinary Variant,Central
BMTC,99B,Kempegowda Bus Station - Chowdeshwari Bus Stand JP Park,BR2587,3,Kempegowda Bus Station,Chowdeshwari Bus Stand JP Park,55,0,Ordinary Variant,Central
BMTC,MTK-VNC,Muthkur Hesaraghatta - Vinayakanagara Cross D-43,BR3784,3,Muthkur Hesaraghatta,Vinayakanagara Cross D-43,48,0,Special,Other
BMTC,366AA,Krishnarajendra Market - Bilekalli Village,BR1991,3,Krishnarajendra Market,Bilekalli Village,42,0,Special,Central
BMTC,369R,Krishnarajendra Market - Chikkakammanahalli,BR2044,3,Krishnarajendra Market,Chikkakammanahalli,43,0,Ordinary Variant,Central
BMTC,369P,Krishnarajendra Market - Beguru,BR2042,3,Krishnarajendra Market,Beguru,31,0,Ordinary Variant,Central
BMTC,369Q,BANASHANKARI TTMC - Chikkakammanahalli,BR2043,3,BANASHANKARI TTMC,Chikkakammanahalli,38,0,Ordinary Variant,South
BMTC,369N,Krishnarajendra Market - Yelenahalli,BR2041,3,Krishnarajendra Market,Yelenahalli,36,0,Ordinary Variant,Central
BMTC,366AB,Krishnarajendra Market - Kodi Chikkanahalli,BR1992,3,Krishnarajendra Market,Kodi Chikkanahalli,43,0,Special,Central
BMTC,ORRCA-ANG,ORRCA-ECOSPICE - Avalahalli Nandi Garden,BR3839,3,ORRCA-ECOSPICE,Avalahalli Nandi Garden,40,0,Special,Other
BMTC,ORRCA-RBILO,Outer Ring Road Company Association - RBI Layout,BR3845,3,Outer Ring Road Company Association,RBI Layout,48,0,Special,Other
BMTC,BGR-KRPRS,KR Puram Railway Station - Begur,BR2683,3,KR Puram Railway Station,Begur,32,0,Special,East
BMTC,D21-MTL,BMTC Depot-21 - Mathikere,BR3225,3,BMTC Depot-21,Mathikere,25,0,Special,Other
BMTC,ISVH-KBS,Esuvanahalli - Kempegowda Bus Station,BR3420,3,Esuvanahalli,Kempegowda Bus Station,37,0,Special,Central
BMTC,369E,Krishnarajendra Market - Chikkakammanahalli,BR2035,3,Krishnarajendra Market,Chikkakammanahalli,43,0,Ordinary Variant,Central
BMTC,369D,Kempegowda Bus Station - Shanthinikethana Layout,BR2034,3,Kempegowda Bus Station,Shanthinikethana Layout,48,0,Ordinary Variant,Central
BMTC,369C,Kempegowda Bus Station - Hulimavu,BR2032,3,Kempegowda Bus Station,Hulimavu,33,0,Ordinary Variant,Central
BMTC,369B,Krishnarajendra Market - Shanthinikethana Layout,BR2031,3,Krishnarajendra Market,Shanthinikethana Layout,48,0,Ordinary Variant,Central
BMTC,369A,Krishnarajendra Market - Arekere lakshmi Layout,BR2030,3,Krishnarajendra Market,Arekere lakshmi Layout,47,0,Ordinary Variant,Central
BMTC,MEBP-GTG,Manyatha Embasy Business Park - Gottigere,BR3703,3,Manyatha Embasy Business Park,Gottigere,41,0,Special,Other
BMTC,98F,Kempegowda Bus Station - Vidhanasoudha Layout,BR2584,3,Kempegowda Bus Station,Vidhanasoudha Layout,45,0,Ordinary Variant,Central
BMTC,98E,Kempegowda Bus Station - Laxmidevi Nagar,BR2583,3,Kempegowda Bus Station,Laxmidevi Nagar,40,0,Ordinary Variant,Central
BMTC,98C,Patalappa Layout - Kempegowda Bus Station,BR2582,3,Patalappa Layout,Kempegowda Bus Station,41,0,Ordinary Variant,Central
BMTC,RBILO-ORRCA,RBI Layout - Outer Ring Road Company Association,BR3898,3,RBI Layout,Outer Ring Road Company Association,48,0,Special,Other
BMTC,SPGC-MEBP,Sapthagiri College Chikka Banawara - Manyatha Embasy Business Park,BR3973,3,Sapthagiri College Chikka Banawara,Manyatha Embasy Business Park,66,0,Special,Other
BMTC,366BA,Krishnarajendra Market - Seethanayakanahalli,BR1994,3,Krishnarajendra Market,Seethanayakanahalli,44,0,Special,Central
BMTC,CR-356M,Kempegowda Bus Station - Depot 27,BR2970,3,Kempegowda Bus Station,Depot 27,33,0,Ordinary Variant,Central
BMTC,CR-356H,Electronic City Wipro Gate - Sarjapura Wipro,BR2969,3,Electronic City Wipro Gate,Sarjapura Wipro,44,0,Ordinary Variant,Other
BMTC,98G,Lottegollahalli Railway Colony - Kempegowda Bus Station,BR2585,3,Lottegollahalli Railway Colony,Kempegowda Bus Station,55,0,Ordinary Variant,Central
BMTC,ASK-HGV,Arishinakunte - Hesaraghatta Village,BR2644,3,Arishinakunte,Hesaraghatta Village,36,0,Special,Other
BMTC,Depot11-SDNI,Depot 11 - Sadasdashiva Nagar Indian Bank,BR3264,3,Depot 11,Sadasdashiva Nagar Indian Bank,41,0,Special,Other
BMTC,MEBP-JPNBKC,Manyatha Embasy Business Park - JPNagar B K Circle,BR3708,3,Manyatha Embasy Business Park,JPNagar B K Circle,50,0,Special,Other
BMTC,KIAS-11,Malleshwaram 18th Cross - Kempegowda International Airport,BR3593,3,Malleshwaram 18th Cross,Kempegowda International Airport,58,0,Airport,West
BMTC,KIAS-10,MCTC Bus Stand - Kempegowda International Airport,BR3592,3,MCTC Bus Stand,Kempegowda International Airport,49,0,Airport,Central
BMTC,BSK-KGR-CKH,Banashankari Bus Station - Chikkanahalli,BR2799,3,Banashankari Bus Station,Chikkanahalli,40,0,Special,South
BMTC,KIAS-12,BTM Layout - Kempegowda International Airport,BR3594,3,BTM Layout,Kempegowda International Airport,45,0,Airport,Central
BMTC,250G,Krishnarajendra Market - Ravindra Nagara,BR783,3,Krishnarajendra Market,Ravindra Nagara,40,0,Ordinary Variant,Central
BMTC,SCS-KSP,Kengeri Police Station - St. Clare School,BR3943,3,Kengeri Police Station,St. Clare School,41,0,Special,South
BMTC,250H,Kempegowda Bus Station - Chimani Hills,BR784,3,Kempegowda Bus Station,Chimani Hills,38,0,Ordinary Variant,Central
BMTC,CR-346M,Kempegowda Bus Station - Gollahalli,BR2961,3,Kempegowda Bus Station,Gollahalli,35,0,Ordinary Variant,Central
BMTC,250E,Krishnarajendra Market - Thammenahalli,BR781,3,Krishnarajendra Market,Thammenahalli,38,0,Ordinary Variant,Central
